aug,img_size,model,class,precision,recall,f1,support
aug_light,128,resnet50,atopic_dermatitis,0.6451612903225806,1.0,0.7843137254901961,
aug_light,160,resnet50,atopic_dermatitis,0.6666666666666666,1.0,0.8,
aug_light,192,resnet50,atopic_dermatitis,0.782608695652174,0.9,0.8372093023255814,
aug_light,224,resnet50,atopic_dermatitis,0.6551724137931034,0.95,0.7755102040816326,
aug_light,256,resnet50,atopic_dermatitis,0.7407407407407407,1.0,0.851063829787234,
aug_light,299,resnet50,atopic_dermatitis,0.8333333333333334,0.75,0.7894736842105263,
aug_light,32,resnet50,impetigo,0.9090909090909091,1.0,0.9523809523809523,
aug_light,40,resnet50,impetigo,0.8695652173913043,1.0,0.9302325581395349,
aug_light,48,resnet50,impetigo,0.9090909090909091,1.0,0.9523809523809523,
aug_light,56,resnet50,impetigo,1.0,1.0,1.0,
aug_light,64,resnet50,impetigo,1.0,1.0,1.0,
aug_light,80,resnet50,impetigo,1.0,1.0,1.0,
aug_light,96,resnet50,impetigo,1.0,1.0,1.0,
aug_light,112,resnet50,impetigo,0.9523809523809523,1.0,0.975609756097561,
aug_light,128,resnet50,impetigo,1.0,1.0,1.0,
aug_light,160,resnet50,impetigo,1.0,1.0,1.0,
aug_light,192,resnet50,impetigo,1.0,1.0,1.0,
aug_light,224,resnet50,impetigo,1.0,1.0,1.0,
aug_light,256,resnet50,impetigo,1.0,0.95,0.9743589743589743,
aug_light,299,resnet50,impetigo,1.0,1.0,1.0,
aug_light,32,resnet50,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,
aug_light,40,resnet50,prickly_heat,0.8,1.0,0.8888888888888888,
