InputSize,Model,Aug,Class,precision,recall,f1,support
40,densenet121,noaug,warts,1.0,0.55,0.7096774193548387,20
48,densenet121,aug_light,warts,0.8666666666666667,0.65,0.7428571428571429,20
48,densenet121,noaug,warts,0.9166666666666666,0.55,0.6875,20
56,densenet121,aug_light,warts,0.7647058823529411,0.65,0.7027027027027027,20
56,densenet121,noaug,warts,1.0,0.4,0.5714285714285714,20
64,densenet121,aug_light,warts,0.7857142857142857,0.55,0.6470588235294118,20
64,densenet121,noaug,warts,0.8333333333333334,0.5,0.625,20
80,densenet121,aug_light,warts,0.7727272727272727,0.85,0.8095238095238095,20
80,densenet121,noaug,warts,0.9090909090909091,0.5,0.6451612903225806,20
96,densenet121,aug_light,warts,0.8888888888888888,0.8,0.8421052631578947,20
96,densenet121,noaug,warts,1.0,0.65,0.7878787878787878,20
112,densenet121,aug_light,warts,1.0,0.75,0.8571428571428571,20
112,densenet121,noaug,warts,1.0,0.75,0.8571428571428571,20
128,densenet121,aug_light,warts,0.8235294117647058,0.7,0.7567567567567568,20
128,densenet121,noaug,warts,1.0,0.7,0.8235294117647058,20
160,densenet121,aug_light,warts,0.8,0.8,0.8,20
160,densenet121,noaug,warts,1.0,0.65,0.7878787878787878,20
192,densenet121,aug_light,warts,0.9411764705882353,0.8,0.8648648648648649,20
192,densenet121,noaug,warts,0.9230769230769231,0.6,0.7272727272727273,20
224,densenet121,aug_light,warts,0.9411764705882353,0.8,0.8648648648648649,20
224,densenet121,noaug,warts,0.9285714285714286,0.65,0.7647058823529411,20
256,densenet121,aug_light,warts,0.9444444444444444,0.85,0.8947368421052632,20
256,densenet121,noaug,warts,1.0,0.55,0.7096774193548387,20
299,densenet121,aug_light,warts,1.0,0.7,0.8235294117647058,20
299,densenet121,noaug,warts,0.95,0.95,0.95,20
32,efficientnet_b0,aug_light,warts,0.5833333333333334,0.35,0.4375,20
32,efficientnet_b0,noaug,warts,0.7,0.35,0.4666666666666667,20
40,efficientnet_b0,aug_light,warts,0.75,0.3,0.42857142857142855,20
40,efficientnet_b0,noaug,warts,1.0,0.45,0.6206896551724138,20
48,efficientnet_b0,aug_light,warts,0.8461538461538461,0.55,0.6666666666666666,20
48,efficientnet_b0,noaug,warts,0.9,0.45,0.6,20
56,efficientnet_b0,aug_light,warts,0.75,0.45,0.5625,20
56,efficientnet_b0,noaug,warts,0.8888888888888888,0.4,0.5517241379310345,20
64,efficientnet_b0,aug_light,warts,1.0,0.6,0.75,20
64,efficientnet_b0,noaug,warts,0.9090909090909091,0.5,0.6451612903225806,20
80,efficientnet_b0,aug_light,warts,0.8235294117647058,0.7,0.7567567567567568,20
80,efficientnet_b0,noaug,warts,0.8666666666666667,0.65,0.7428571428571429,20
96,efficientnet_b0,aug_light,warts,0.8666666666666667,0.65,0.7428571428571429,20
96,efficientnet_b0,noaug,warts,0.8461538461538461,0.55,0.6666666666666666,20
112,efficientnet_b0,aug_light,warts,0.7777777777777778,0.7,0.7368421052631579,20
112,efficientnet_b0,noaug,warts,0.9230769230769231,0.6,0.7272727272727273,20
128,efficientnet_b0,aug_light,warts,0.9411764705882353,0.8,0.8648648648648649,20
128,efficientnet_b0,noaug,warts,1.0,0.6,0.75,20
160,efficientnet_b0,aug_light,warts,0.8823529411764706,0.75,0.8108108108108109,20
160,efficientnet_b0,noaug,warts,1.0,0.65,0.7878787878787878,20
192,efficientnet_b0,aug_light,warts,0.9473684210526315,0.9,0.9230769230769231,20
192,efficientnet_b0,noaug,warts,1.0,0.65,0.7878787878787878,20
224,efficientnet_b0,aug_light,warts,0.8333333333333334,0.75,0.7894736842105263,20
224,efficientnet_b0,noaug,warts,1.0,0.6,0.75,20
256,efficientnet_b0,aug_light,warts,1.0,0.85,0.918918918918919,20
256,efficientnet_b0,noaug,warts,1.0,0.6,0.75,20
299,efficientnet_b0,aug_light,warts,1.0,0.85,0.918918918918919,20
299,efficientnet_b0,noaug,warts,1.0,0.7,0.8235294117647058,20
80,inception_v3,aug_light,warts,0.9,0.45,0.6,20
80,inception_v3,noaug,warts,0.8333333333333334,0.5,0.625,20
96,inception_v3,aug_light,warts,0.8461538461538461,0.55,0.6666666666666666,20
96,inception_v3,noaug,warts,0.9090909090909091,0.5,0.6451612903225806,20
112,inception_v3,aug_light,warts,0.7692307692307693,0.5,0.6060606060606061,20
112,inception_v3,noaug,warts,1.0,0.65,0.7878787878787878,20
128,inception_v3,aug_light,warts,0.9090909090909091,0.5,0.6451612903225806,20
128,inception_v3,noaug,warts,0.8571428571428571,0.6,0.7058823529411765,20
160,inception_v3,aug_light,warts,0.9375,0.75,0.8333333333333334,20
160,inception_v3,noaug,warts,1.0,0.55,0.7096774193548387,20
192,inception_v3,aug_light,warts,1.0,0.6,0.75,20
192,inception_v3,noaug,warts,0.9285714285714286,0.65,0.7647058823529411,20
224,inception_v3,aug_light,warts,1.0,0.9,0.9473684210526315,20
224,inception_v3,noaug,warts,1.0,0.55,0.7096774193548387,20
256,inception_v3,aug_light,warts,1.0,0.7,0.8235294117647058,20
256,inception_v3,noaug,warts,1.0,0.55,0.7096774193548387,20
299,inception_v3,aug_light,warts,1.0,0.75,0.8571428571428571,20
299,inception_v3,noaug,warts,1.0,0.7,0.8235294117647058,20
32,mobilenet_v2,aug_light,warts,0.0,0.0,,20
32,mobilenet_v2,noaug,warts,1.0,0.35,0.5185185185185185,20
40,mobilenet_v2,aug_light,warts,0.6666666666666666,0.1,0.17391304347826086,20
40,mobilenet_v2,noaug,warts,1.0,0.45,0.6206896551724138,20
48,mobilenet_v2,aug_light,warts,0.6,0.15,0.24,20
48,mobilenet_v2,noaug,warts,1.0,0.45,0.6206896551724138,20
56,mobilenet_v2,aug_light,warts,0.875,0.35,0.5,20
56,mobilenet_v2,noaug,warts,1.0,0.4,0.5714285714285714,20
64,mobilenet_v2,aug_light,warts,1.0,0.2,0.3333333333333333,20
64,mobilenet_v2,noaug,warts,0.9166666666666666,0.55,0.6875,20
80,mobilenet_v2,aug_light,warts,0.6666666666666666,0.2,0.3076923076923077,20
80,mobilenet_v2,noaug,warts,1.0,0.6,0.75,20
96,mobilenet_v2,aug_light,warts,1.0,0.6,0.75,20
96,mobilenet_v2,noaug,warts,1.0,0.55,0.7096774193548387,20
112,mobilenet_v2,aug_light,warts,0.5714285714285714,0.2,0.2962962962962963,20
112,mobilenet_v2,noaug,warts,1.0,0.6,0.75,20
128,mobilenet_v2,aug_light,warts,0.7222222222222222,0.65,0.6842105263157895,20
128,mobilenet_v2,noaug,warts,1.0,0.45,0.6206896551724138,20
160,mobilenet_v2,aug_light,warts,0.9166666666666666,0.55,0.6875,20
160,mobilenet_v2,noaug,warts,1.0,0.55,0.7096774193548387,20
192,mobilenet_v2,aug_light,warts,0.9,0.45,0.6,20
192,mobilenet_v2,noaug,warts,1.0,0.7,0.8235294117647058,20
224,mobilenet_v2,aug_light,warts,1.0,0.55,0.7096774193548387,20
224,mobilenet_v2,noaug,warts,1.0,0.65,0.7878787878787878,20
256,mobilenet_v2,aug_light,warts,1.0,0.7,0.8235294117647058,20
256,mobilenet_v2,noaug,warts,1.0,0.6,0.75,20
299,mobilenet_v2,aug_light,warts,0.8571428571428571,0.6,0.7058823529411765,20
299,mobilenet_v2,noaug,warts,1.0,0.55,0.7096774193548387,20
32,resnet50,aug_light,warts,0.9285714285714286,0.65,0.7647058823529411,20
32,resnet50,noaug,warts,0.8888888888888888,0.4,0.5517241379310345,20
40,resnet50,aug_light,warts,0.9090909090909091,0.5,0.6451612903225806,20
40,resnet50,noaug,warts,1.0,0.5,0.6666666666666666,20
48,resnet50,aug_light,warts,1.0,0.45,0.6206896551724138,20
48,resnet50,noaug,warts,0.9090909090909091,0.5,0.6451612903225806,20
56,resnet50,aug_light,warts,1.0,0.55,0.7096774193548387,20
56,resnet50,noaug,warts,1.0,0.45,0.6206896551724138,20
64,resnet50,aug_light,warts,0.9166666666666666,0.55,0.6875,20
64,resnet50,noaug,warts,1.0,0.45,0.6206896551724138,20
80,resnet50,aug_light,warts,0.8333333333333334,0.5,0.625,20
80,resnet50,noaug,warts,0.9,0.45,0.6,20
96,resnet50,aug_light,warts,0.7222222222222222,0.65,0.6842105263157895,20
96,resnet50,noaug,warts,1.0,0.6,0.75,20
112,resnet50,aug_light,warts,1.0,0.55,0.7096774193548387,20
112,resnet50,noaug,warts,1.0,0.6,0.75,20
128,resnet50,aug_light,warts,1.0,0.65,0.7878787878787878,20
128,resnet50,noaug,warts,1.0,0.65,0.7878787878787878,20
160,resnet50,aug_light,warts,1.0,0.6,0.75,20
160,resnet50,noaug,warts,1.0,0.55,0.7096774193548387,20
192,resnet50,aug_light,warts,1.0,0.7,0.8235294117647058,20
192,resnet50,noaug,warts,1.0,0.6,0.75,20
224,resnet50,aug_light,warts,1.0,0.4,0.5714285714285714,20
224,resnet50,noaug,warts,1.0,0.6,0.75,20
256,resnet50,aug_light,warts,1.0,0.7,0.8235294117647058,20
256,resnet50,noaug,warts,1.0,0.65,0.7878787878787878,20
299,resnet50,aug_light,warts,1.0,0.6,0.75,20
299,resnet50,noaug,warts,1.0,0.65,0.7878787878787878,20
